id,emotion
1627276,negative
1627258,negative
1627242,negative
1627223,negative
1627216,negative
1627205,positive
1627201,negative
1627145,neutral
1627136,neutral
1627122,neutral
1627104,negative
1627079,neutral
1627060,negative
1627038,negative
1627023,neutral
1627015,negative
1626994,negative
1626978,neutral
1626965,neutral
1626959,neutral
1626949,neutral
1626943,neutral
1626926,neutral
1626916,negative
1626910,negative
1626902,negative
1626890,positive
1626885,negative
1626876,neutral
1626866,neutral
1626851,negative
1626842,neutral
1626821,neutral
1626808,negative
1626800,negative
1626787,negative
1626784,negative
1626770,positive
1626747,neutral
1626738,negative
1626731,neutral
1626720,positive
1626709,neutral
1626690,negative
1626679,negative
1626662,positive
1626643,positive
1626633,neutral
1626621,negative
1626602,negative
1626594,negative
1626586,negative
1626582,positive
1626536,negative
1626525,negative
1626509,negative
1626491,negative
1626466,negative
1626450,negative
1626438,negative
1626425,negative
1626419,neutral
1626408,positive
1626394,negative
1626383,positive
1626368,neutral
1626359,neutral
1626349,negative
1626337,negative
1626326,neutral
1626304,neutral
1626278,negative
1626263,neutral
1626255,negative
1626243,negative
1626234,negative
1626221,positive
1626215,neutral
1626207,negative
1626198,negative
1626186,negative
1626176,negative
1626166,negative
1626154,negative
1626135,negative
1626100,negative
1626081,neutral
1626070,negative
1626059,positive
1626044,negative
1626033,negative
1626008,negative
1625994,negative
1625975,negative
1625950,negative
1625927,neutral
1625917,neutral
1625893,positive
1625881,neutral
1625871,neutral
1625868,neutral
1625793,neutral
1625784,positive
1625772,negative
1625767,neutral
1625756,negative
1625735,positive
1625721,positive
1625706,negative
1625697,neutral
1625679,positive
1625670,negative
1625657,negative
1625641,neutral
1625636,negative
1625634,negative
1625617,neutral
1625596,positive
1625572,negative
1625562,negative
1625554,positive
1625544,negative
1625535,neutral
1625518,neutral
1625512,neutral
1625499,neutral
1625489,negative
1625476,negative
1625468,neutral
1625457,neutral
1625449,positive
1625432,neutral
1625410,negative
1625399,negative
1625395,neutral
1625375,negative
1625357,negative
1625335,positive
1625317,neutral
1625302,negative
1625288,negative
1625269,negative
1625255,positive
1625237,negative
1625222,negative
1625203,negative
1625196,negative
1625135,negative
1625128,negative
1625122,negative
1625107,positive
1625096,neutral
1625077,neutral
1625060,negative
1625042,positive
1625030,positive
1625020,negative
1625013,positive
1624999,positive
1624988,negative
1624981,negative
1624976,neutral
1624955,neutral
1624950,positive
1624944,negative
1624938,positive
1624931,neutral
1624926,neutral
1624912,negative
1624889,positive
1624868,negative
1624859,negative
1624853,neutral
1624844,neutral
1624839,positive
1624821,negative
1624804,neutral
1624791,positive
1624769,negative
1624758,neutral
1624745,negative
1624735,negative
1624731,negative
1624718,negative
1624697,negative
1624680,negative
1624665,neutral
1624643,neutral
1624631,negative
1624625,negative
1624620,negative
1624612,positive
1624604,neutral
1624559,neutral
1624553,neutral
1624550,negative
1624547,negative
1624539,neutral
1624522,negative
1624512,neutral
1624504,negative
1624490,neutral
1624477,negative
1624467,negative
1624460,neutral
1624440,negative
1624427,negative
1624421,negative
1624413,neutral
1624405,positive
1624387,negative
1624359,negative
1624349,negative
1624333,neutral
1624323,negative
1624316,negative
1624305,negative
1624292,negative
1624282,negative
1624264,neutral
1624254,negative
1624241,negative
1624231,neutral
1624221,positive
1624209,neutral
1624198,negative
1624184,negative
1624166,negative
1624153,positive
1624134,neutral
1624120,neutral
1624108,negative
1624105,neutral
1624098,neutral
1624083,neutral
1624068,negative
1624058,positive
1624049,negative
1624046,negative
1623984,neutral
1623974,negative
1623968,positive
1623961,neutral
1623952,negative
1623945,neutral
1623932,neutral
1623925,neutral
1623916,negative
1623909,negative
1623903,negative
1623891,negative
1623871,neutral
1623862,positive
1623852,positive
1623843,neutral
1623828,negative
1623820,neutral
1623807,neutral
1623797,neutral
1623785,neutral
1623767,negative
1623757,negative
1623743,neutral
1623736,neutral
1623726,negative
1623719,neutral
1623711,neutral
1623701,positive
1623694,negative
1623675,negative
1623653,neutral
1623637,neutral
1623622,negative
1623609,neutral
1623602,negative
1623583,negative
1623566,negative
1623554,negative
1623544,negative
1623536,neutral
1623532,negative
1623523,positive
1623515,negative
1623508,neutral
1623496,negative
1623429,negative
1623425,negative
1623409,neutral
1623385,neutral
1623360,positive
1623336,positive
1623319,positive
1623300,negative
1623277,neutral
1623270,negative
1623263,negative
1623251,neutral
1623240,neutral
1623233,neutral
1623226,neutral
1623208,neutral
1623191,neutral
1623181,positive
1623173,negative
1623166,negative
1623158,neutral
1623139,neutral
1623119,positive
1623106,negative
1623094,neutral
1623080,positive
1623075,negative
1623066,negative
1623049,negative
1623041,positive
1623022,positive
1623011,negative
1622998,neutral
1622983,neutral
1622970,neutral
1622958,negative
1622929,negative
1622915,positive
1622894,negative
1622889,neutral
1622866,neutral
1622856,neutral
1622839,negative
1622828,positive
1622821,negative
1622810,positive
1622762,positive
1622753,neutral
1622740,neutral
1622729,negative
1622709,neutral
1622690,neutral
1622682,neutral
1622676,positive
1622657,negative
1622652,neutral
1622638,negative
1622630,negative
1622613,neutral
1622601,negative
1622591,negative
1622582,neutral
1622575,neutral
1622560,negative
1622550,positive
1622531,negative
1622515,neutral
1622501,negative
1622494,negative
1622480,negative
1622468,negative
1622450,negative
1622444,negative
1622431,negative
1622413,neutral
1622401,neutral
1622373,positive
1622337,neutral
1622311,neutral
1622303,neutral
1622281,negative
1622261,negative
1622239,neutral
1622227,positive
1622215,negative
1622210,neutral
1622195,negative
1622185,neutral
1622164,negative
1622160,neutral
1622151,neutral
1622142,negative
1622084,positive
1622078,negative
1622060,neutral
1622023,negative
1622010,negative
1621997,positive
1621983,negative
1621964,negative
1621953,negative
1621933,negative
1621914,negative
1621904,neutral
1621896,positive
1621888,neutral
1621875,negative
1621865,neutral
1621855,neutral
1621850,negative
1621829,negative
1621823,neutral
1621810,neutral
1621800,negative
1621777,neutral
1621758,negative
1621750,neutral
1621732,negative
1621726,negative
1621708,negative
1621694,negative
1621672,negative
1621664,neutral
1621655,negative
1621638,neutral
1621619,negative
1621613,negative
1621596,negative
1621586,negative
1621569,negative
1621560,neutral
1621544,negative
1621532,neutral
1621503,negative
1621486,positive
1621471,negative
1621459,neutral
1621396,negative
1621390,negative
1621373,negative
1621358,neutral
1621334,neutral
1621324,negative
1621314,neutral
1621303,negative
1621296,neutral
1621284,negative
1621268,negative
1621255,neutral
1621247,negative
1621233,neutral
1621224,negative
1621197,negative
1621191,positive
1621184,negative
1621162,negative
1621140,neutral
1621134,negative
1621124,negative
1621117,neutral
1621102,negative
1621093,negative
1621080,neutral
1621061,negative
1621051,negative
1621034,positive
1621028,neutral
1621006,negative
1620984,negative
1620973,neutral
1620960,neutral
1620945,negative
1620936,negative
1620918,neutral
1620898,negative
1620880,negative
1620872,neutral
1620850,neutral
1620841,negative
1620832,neutral
1620822,neutral
1620801,positive
1620783,neutral
1620645,negative
1620635,negative
1620627,negative
1620602,negative
1620588,neutral
1620573,negative
1620562,positive
1620542,neutral
1620525,negative
1620498,negative
1620468,negative
1620446,negative
1620435,positive
1620424,negative
1620409,neutral
1620396,negative
1620376,neutral
1620356,negative
1620339,negative
1620325,negative
1620313,neutral
1620294,negative
1620269,negative
1620262,negative
1620247,negative
1620237,neutral
1620208,negative
1620194,negative
1620176,positive
1620168,negative
1620147,neutral
1620131,positive
1620118,negative
1620104,neutral
1620081,neutral
1620066,positive
1620045,negative
1620033,positive
1620023,negative
1620017,negative
1620003,negative
1619994,negative
1619984,neutral
1619974,negative
1619963,negative
1619956,negative
1619894,negative
1619888,neutral
1619882,positive
1619873,neutral
1619865,negative
1619850,negative
1619843,negative
1619824,neutral
1619807,neutral
1619798,negative
1619790,negative
1619776,positive
1619768,neutral
1619753,positive
1619736,negative
1619719,negative
1619695,negative
1619678,neutral
1619671,negative
1619658,positive
1619640,negative
1619625,negative
1619593,neutral
1619567,negative
1619559,negative
1619545,positive
1619531,positive
1619521,negative
1619507,negative
1619479,neutral
1619469,negative
1619457,negative
1619436,neutral
1619416,neutral
1619406,negative
1619397,neutral
1619382,positive
1619357,negative
1619345,neutral
1619319,positive
1619308,negative
1619290,negative
1619272,positive
1619259,positive
1619246,negative
1619158,neutral
1619151,neutral
1619138,neutral
1619120,positive
1619108,negative
1619088,negative
1619077,neutral
1619053,neutral
1619029,neutral
1619015,negative
1618995,neutral
1618988,positive
1618975,positive
1618961,negative
1618949,negative
1618932,negative
1618916,positive
1618907,neutral
1618893,neutral
1618872,negative
1618858,positive
1618831,neutral
1618818,negative
1618808,negative
1618795,neutral
1618782,negative
1618767,neutral
1618761,negative
1618750,neutral
1618743,neutral
1618732,neutral
1618723,neutral
1618711,negative
1618706,negative
1618700,positive
1618673,negative
1618656,negative
1618645,negative
1618637,neutral
1618630,negative
1618612,neutral
1618575,negative
1618564,negative
1618542,neutral
1618532,negative
1618450,negative
1618444,negative
1618433,neutral
1618426,neutral
1618418,negative
1618405,negative
1618381,positive
1618350,negative
1618338,neutral
1618325,negative
1618313,negative
1618296,negative
1618291,neutral
1618282,negative
1618270,negative
1618252,neutral
1618233,negative
1618226,negative
1618221,neutral
1618206,positive
1618193,negative
1618169,neutral
1618148,negative
1618130,negative
1618115,neutral
1618107,neutral
1618088,negative
1618076,neutral
1618061,negative
1618051,negative
1618035,negative
1618018,neutral
1618011,neutral
1617989,negative
1617976,negative
1617961,neutral
1617953,neutral
1617936,negative
1617924,negative
1617917,negative
1617905,neutral
1617898,neutral
1617884,neutral
1617880,neutral
1617861,positive
1617851,negative
1617732,negative
1617725,neutral
1617719,neutral
1617697,positive
1617680,negative
1617654,positive
1617646,neutral
1617631,positive
1617614,negative
1617598,neutral
1617581,negative
1617548,negative
1617531,neutral
1617519,negative
1617511,neutral
1617491,negative
1617474,negative
1617464,positive
1617461,negative
1617452,neutral
1617438,neutral
1617412,neutral
1617396,negative
1617378,negative
1617363,neutral
1617346,negative
1617334,neutral
1617325,neutral
1617313,positive
1617297,neutral
1617282,negative
1617266,negative
1617262,negative
1617257,negative
1617247,negative
1617236,neutral
1617229,negative
1617186,positive
1617170,positive
1617161,negative
1617143,neutral
1617132,negative
1617120,negative
1617111,negative
1617098,negative
1617092,neutral
1617014,negative
1617008,negative
1616991,negative
1616971,negative
1616960,negative
1616947,neutral
1616934,negative
1616923,neutral
1616914,negative
1616900,negative
1616890,negative
1616876,negative
1616860,negative
1616833,negative
1616824,neutral
1616804,neutral
1616794,negative
1616782,neutral
1616763,negative
1616746,neutral
1616742,neutral
1616722,negative
1616708,positive
1616691,positive
1616676,neutral
1616648,negative
1616637,positive
1616627,neutral
1616606,negative
1616591,neutral
1616583,negative
1616558,negative
1616538,negative
1616515,negative
1616486,neutral
1616456,neutral
1616438,negative
1616421,negative
1616400,neutral
1616380,neutral
1616359,negative
1616353,neutral
1616330,neutral
1616322,negative
1616303,neutral
1616292,negative
1616177,negative
1616162,neutral
1616151,negative
1616139,negative
1616124,neutral
1616098,positive
1616084,neutral
1616079,positive
1616064,positive
1616053,negative
1616029,negative
1616000,negative
1615969,negative
1615962,neutral
1615953,positive
1615929,neutral
1615915,negative
1615902,neutral
1615895,negative
1615881,negative
1615867,neutral
1615854,neutral
1615845,negative
1615835,neutral
1615822,negative
1615811,negative
1615798,neutral
1615792,negative
1615786,negative
1615783,neutral
1615775,negative
1615772,neutral
1615734,negative
1615731,neutral
1615719,positive
1615700,negative
1615683,negative
1615673,positive
1615656,neutral
1615650,neutral
1615643,negative
1615635,positive
1615618,negative
1615615,negative
1615598,neutral
1615593,negative
1615542,negative
1615529,negative
1615515,neutral
1615505,positive
1615484,negative
1615473,neutral
1615458,neutral
1615446,negative
1615437,negative
1615417,negative
1615396,neutral
1615388,negative
1615377,negative
1615374,negative
1615358,neutral
1615357,neutral
1615343,positive
1615335,negative
1615315,negative
1615306,neutral
1615296,negative
1615283,negative
1615266,negative
1615251,negative
1615235,negative
1615222,neutral
1615216,negative
1615198,neutral
1615185,neutral
1615173,negative
1615161,neutral
1615149,neutral
1615145,positive
1615132,positive
1615110,negative
1615095,negative
1615082,negative
1615060,neutral
1615045,neutral
1615028,negative
1615016,neutral
1615002,positive
1614992,neutral
1614924,neutral
1614912,positive
1614904,negative
1614884,neutral
1614868,neutral
1614857,neutral
1614848,negative
1614834,negative
1614822,negative
1614814,neutral
1614806,negative
1614790,negative
1614782,neutral
1614779,neutral
1614761,positive
1614750,neutral
1614737,neutral
1614726,neutral
1614716,negative
1614703,negative
1614694,negative
1614683,negative
1614668,negative
1614653,negative
1614641,negative
1614630,negative
1614620,positive
1614614,neutral
1614599,negative
1614591,positive
1614582,negative
1614569,negative
1614555,positive
1614547,negative
1614538,neutral
1614526,negative
1614500,neutral
1614488,positive
1614474,negative
1614459,negative
1614446,neutral
1614441,negative
1614428,negative
1614416,negative
1614402,neutral
1614394,negative
1614287,negative
1614280,negative
1614275,negative
1614262,negative
1614255,negative
1614236,neutral
1614226,neutral
1614207,positive
1614194,negative
1614180,neutral
1614167,negative
1614150,neutral
1614133,negative
1614118,negative
1614102,negative
1614087,neutral
1614057,negative
1614039,negative
1614029,negative
1614014,positive
1614000,neutral
1613986,neutral
1613968,neutral
1613958,negative
1613941,negative
1613927,negative
1613910,neutral
1613897,negative
1613887,negative
1613874,negative
1613858,negative
1613838,negative
1613817,negative
1613797,neutral
1613770,positive
1613751,negative
1613738,negative
1613727,neutral
1613714,positive
1613702,negative
1613677,negative
1613662,negative
1613624,negative
1613608,neutral
1613573,positive
1613568,negative
1613488,neutral
1613478,negative
1613474,negative
1613447,negative
1613412,positive
1613389,negative
1613353,negative
1613338,negative
1613299,negative
1613275,negative
1613262,negative
1613246,negative
1613205,positive
1613186,negative
1613161,negative
1613137,neutral
1613117,neutral
1613105,positive
1613088,negative
1613063,negative
1613042,positive
1613020,negative
1612995,negative
1612990,negative
1612979,negative
1612967,negative
1612963,neutral
1612954,negative
1612940,negative
1612924,negative
1612907,positive
1612893,negative
1612885,negative
1612872,positive
1612855,negative
1612849,neutral
1612836,positive
1612825,negative
1612809,neutral
1612802,negative
1612782,positive
1612773,negative
1612762,negative
1612757,negative
1612750,negative
1612746,neutral
1612666,negative
1612656,neutral
1612648,negative
1612638,positive
1612621,negative
1612605,neutral
1612584,positive
1612571,neutral
1612550,neutral
1612536,positive
1612532,neutral
1612510,negative
1612499,neutral
1612489,negative
1612478,neutral
1612469,neutral
1612458,negative
1612444,neutral
1612437,neutral
1612426,negative
1612416,negative
1612403,negative
1612394,neutral
1612384,neutral
1612375,neutral
1612364,negative
1612355,negative
1612351,negative
1612335,neutral
1612325,negative
1612313,neutral
1612301,positive
1612291,neutral
1612276,negative
1612263,negative
1612247,neutral
1612231,negative
1612221,negative
1612206,neutral
1612191,negative
1612166,neutral
1612143,neutral
1612123,negative
1612114,negative
1612103,neutral
1612099,neutral
1612043,neutral
1612030,neutral
1612026,negative
1612019,negative
1612009,neutral
1612001,negative
1611996,neutral
1611985,neutral
1611967,negative
1611950,neutral
1611940,neutral
1611932,negative
1611924,neutral
1611909,neutral
1611900,negative
1611892,neutral
1611884,neutral
1611877,negative
1611875,negative
1611853,positive
1611842,neutral
1611820,positive
1611807,neutral
1611798,negative
1611795,negative
1611788,negative
1611777,neutral
1611771,negative
1611763,negative
1611749,neutral
1611715,negative
1611706,negative
1611701,negative
1611684,neutral
1611667,neutral
1611644,positive
1611622,negative
1611603,negative
1611590,negative
1611583,neutral
1611562,neutral
1611558,neutral
1611548,negative
1611539,negative
1611525,negative
1611519,positive
1611463,negative
1611449,neutral
1611444,negative
1611436,neutral
1611431,neutral
1611423,neutral
1611417,negative
1611413,negative
1611404,neutral
1611387,negative
1611374,neutral
1611352,neutral
1611341,positive
1611324,positive
1611314,neutral
1611308,positive
1611303,neutral
1611294,negative
1611285,neutral
1611266,negative
1611251,neutral
1611218,negative
1611210,negative
1611200,positive
1611187,neutral
1611177,neutral
1611171,negative
1611157,negative
1611145,neutral
1611134,negative
1611117,negative
1611098,neutral
1611088,positive
1611070,positive
1611061,neutral
1611046,negative
1611042,neutral
1611039,negative
1611031,neutral
1611025,negative
1611014,negative
1611004,neutral
1610983,negative
1610977,negative
1610968,negative
1610963,neutral
1610923,neutral
1610917,negative
1610906,negative
1610895,neutral
1610888,negative
1610874,neutral
1610860,negative
1610844,neutral
1610841,negative
1610824,negative
1610815,negative
1610808,neutral
1610801,negative
1610790,neutral
1610786,neutral
1610780,positive
1610765,positive
1610755,neutral
1610747,neutral
1610740,neutral
1610736,negative
1610727,neutral
1610718,neutral
1610699,neutral
1610685,negative
1610673,negative
1610655,negative
1610642,neutral
1610634,negative
1610612,positive
1610605,negative
1610592,negative
1610581,negative
1610566,negative
1610562,positive
1610547,neutral
1610534,negative
1610525,neutral
1610517,neutral
1610506,neutral
1610498,negative
1610489,neutral
1610485,negative
1610475,neutral
1610469,positive
1610393,neutral
1610386,negative
1610377,negative
1610358,neutral
1610349,positive
1610337,negative
1610324,positive
1610304,neutral
1610293,neutral
1610279,negative
1610268,positive
1610253,neutral
1610238,negative
1610227,neutral
1610221,neutral
1610210,negative
1610188,negative
1610172,neutral
1610162,negative
1610157,neutral
1610152,negative
1610147,positive
1610141,negative
1610133,positive
1610124,neutral
1610111,positive
1610099,negative
1610089,neutral
1610074,negative
1610057,negative
1610053,neutral
1610045,positive
1610038,negative
1610024,negative
1610007,positive
1609987,negative
1609976,neutral
1609967,positive
1609956,negative
1609946,neutral
1609931,negative
1609916,neutral
1609904,negative
1609900,negative
1609890,negative
1609883,positive
1609829,positive
1609826,neutral
1609817,negative
1609806,negative
1609802,negative
1609785,neutral
1609774,neutral
1609766,neutral
1609763,positive
1609749,negative
1609741,neutral
1609734,neutral
1609725,negative
1609717,neutral
1609702,neutral
1609688,negative
1609677,negative
1609672,neutral
1609668,negative
1609656,neutral
1609644,negative
1609631,negative
1609628,negative
1609623,negative
1609616,positive
1609607,neutral
1609594,neutral
1609582,negative
1609569,negative
1609560,neutral
1609549,negative
1609532,negative
1609523,negative
1609502,negative
1609479,neutral
1609462,negative
1609445,negative
1609427,neutral
1609421,negative
1609409,negative
1609399,neutral
1609386,positive
1609374,neutral
1609363,neutral
1609350,negative
1609343,neutral
1609260,positive
1609256,positive
1609249,positive
1609240,positive
1609219,positive
1609208,neutral
1609195,positive
1609185,negative
1609176,neutral
1609171,positive
1609159,neutral
1609146,neutral
1609141,neutral
1609127,negative
1609116,negative
1609106,negative
1609099,positive
1609089,negative
1609073,negative
1609065,negative
1609054,neutral
1609046,negative
1609039,positive
1609029,neutral
1609013,neutral
1608990,negative
1608974,positive
1608956,positive
1608953,negative
1608940,neutral
1608921,positive
1608912,neutral
1608897,positive
1608887,neutral
1608870,negative
1608850,neutral
1608838,neutral
1608827,positive
1608819,negative
1608810,neutral
1608807,negative
1608798,negative
1608792,neutral
1608776,negative
1608770,neutral
1608718,negative
1608711,negative
1608696,negative
1608667,negative
1608655,negative
1608639,neutral
1608626,negative
1608593,negative
1608567,neutral
1608549,negative
1608530,positive
1608510,negative
1608491,negative
1608484,neutral
1608473,neutral
1608457,positive
1608446,positive
1608434,neutral
1608424,negative
1608398,negative
1608395,neutral
1608385,neutral
1608377,negative
1608367,negative
1608356,negative
1608346,negative
1608331,negative
1608323,neutral
1608301,positive
1608295,negative
1608264,neutral
1608251,positive
1608244,negative
1608229,positive
1608219,negative
1608208,neutral
1608201,neutral
1608191,neutral
1608172,neutral
1608162,neutral
1608145,negative
1608134,neutral
1608115,negative
1608106,positive
1608094,negative
1608092,negative
1608021,neutral
1608009,negative
1607998,negative
1607991,positive
1607973,negative
1607964,negative
1607950,neutral
1607926,negative
1607919,negative
1607911,neutral
1607898,negative
1607892,positive
1607871,positive
1607862,positive
1607852,neutral
1607842,negative
1607837,negative
1607829,negative
1607825,negative
1607816,neutral
1607809,positive
1607800,negative
1607791,negative
1607782,positive
1607774,negative
1607758,neutral
1607736,negative
1607725,negative
1607704,neutral
1607692,neutral
1607672,negative
1607663,neutral
1607645,negative
1607635,negative
1607622,negative
1607608,neutral
1607590,neutral
1607577,negative
1607567,neutral
1607556,neutral
1607542,neutral
1607534,neutral
1607527,positive
1607511,neutral
1607495,positive
1607491,negative
1607418,negative
1607415,neutral
1607398,positive
1607370,positive
1607351,negative
1607339,neutral
1607314,negative
1607302,neutral
1607283,negative
1607264,negative
1607245,neutral
1607232,neutral
1607217,positive
1607205,positive
1607194,positive
1607183,neutral
1607175,negative
1607170,negative
1607163,negative
1607148,neutral
1607141,neutral
1607131,negative
1607121,neutral
1607117,neutral
1607113,neutral
1607106,neutral
1607098,negative
1607091,positive
1607077,positive
1607066,negative
1607046,neutral
1607032,negative
1607024,negative
1607011,neutral
1606997,neutral
1606989,neutral
1606966,neutral
1606950,negative
1606938,negative
1606936,negative
1606921,neutral
1606910,positive
1606901,neutral
1606883,neutral
1606872,negative
1606864,negative
1606755,negative
1606744,negative
1606733,positive
1606722,neutral
1606707,negative
1606702,negative
1606695,negative
1606685,neutral
1606681,negative
1606669,negative
1606662,neutral
1606653,positive
1606624,neutral
1606609,negative
1606591,neutral
1606581,positive
1606563,negative
1606560,neutral
1606556,positive
1606547,positive
1606537,negative
1606526,neutral
1606508,neutral
1606498,negative
1606478,negative
1606467,positive
1606459,neutral
1606449,negative
1606441,neutral
1606431,negative
1606422,neutral
1606414,negative
1606403,neutral
1606392,neutral
1606383,negative
1606371,neutral
1606363,negative
1606348,neutral
1606338,negative
1606327,negative
1606313,neutral
1606306,negative
1606303,neutral
1606298,neutral
1606291,negative
1606288,negative
1606200,negative
1606193,negative
1606174,negative
1606159,negative
1606152,neutral
1606142,positive
1606122,neutral
1606109,negative
1606097,neutral
1606079,neutral
1606060,negative
1606054,neutral
1606044,negative
1606036,negative
1606031,negative
1606018,negative
1606008,negative
1605994,neutral
1605992,neutral
1605978,negative
1605973,neutral
1605959,negative
1605947,negative
1605938,negative
1605926,neutral
1605909,neutral
1605904,positive
1605895,positive
1605886,neutral
1605876,positive
1605839,neutral
1605818,neutral
1605811,neutral
1605803,negative
1605798,negative
1605782,positive
1605766,neutral
1605753,negative
1605745,neutral
1605735,negative
1605719,negative
1605714,negative
1605701,negative
1605687,neutral
1605674,negative
1605664,negative
1605578,positive
1605573,neutral
1605565,positive
1605558,negative
1605546,negative
1605537,neutral
1605532,neutral
1605518,neutral
1605507,negative
1605482,neutral
1605463,negative
1605448,negative
1605441,neutral
1605434,neutral
1605430,negative
1605425,neutral
1605418,positive
1605406,negative
1605390,neutral
1605380,neutral
1605378,negative
1605365,neutral
1605354,negative
1605342,negative
1605330,positive
1605318,negative
1605316,negative
1605309,neutral
1605294,positive
1605286,negative
1605264,negative
1605251,negative
1605244,negative
1605228,negative
1605210,negative
1605194,positive
1605170,negative
1605157,negative
1605144,negative
1605137,positive
1605133,neutral
1605126,negative
1605109,negative
1605096,negative
1605086,neutral
1605083,negative
1605006,negative
1604996,positive
1604985,positive
1604974,neutral
1604962,negative
1604952,neutral
1604938,positive
1604930,negative
1604924,negative
1604918,neutral
1604909,positive
1604902,negative
1604891,neutral
1604886,negative
1604869,negative
1604858,negative
1604845,negative
